Id,SalePrice
1461,129026.79612048347
1462,165844.5815045512
1463,189289.95560727603
1464,198066.22103906423
1465,182042.66462803108
1466,172942.71616009958
1467,176693.5923580153
1468,166518.69735870784
1469,189408.62630890822
1470,125049.88900513598
1471,197383.0951912062
1472,92197.01800274053
1473,92029.32764273297
1474,148089.7264937718
1475,126530.96977283593
1476,399242.0732186951
1477,254476.07837288515
1478,283912.18545715936
1479,288276.3112454052
1480,473478.71490821615
1481,337929.1070334568
1482,204646.70066591285
1483,167701.46244662203
1484,167736.25000883418
1485,182291.28428793605
1486,192381.5940351013
1487,347290.30413036735
1488,229644.59379999922
1489,208669.23358794383
1490,224878.10452496988
1491,187845.85240227947
1492,87272.43134570068
1493,176528.91237026424
1494,278445.9125344785
1495,285454.67304320546
1496,245439.84595738252
1497,180465.64700787555
1498,165943.18651323146
1499,162406.53635902226
1500,154760.6587005732
1501,176638.80868137648
1502,145257.9270052831
1503,297933.7354033782
1504,238170.2750916517
1505,228955.13969781814
1506,182328.74882770932
1507,255746.64032954758
1508,203809.03330996685
1509,160570.41202851082
1510,145094.18317283015
1511,146491.72159026904
1512,173095.61219533725
1513,151428.42087270698
1514,158043.22459150702
1515,184823.93594327563
1516,145354.78042840568
1517,165147.65220624657
1518,136132.50232782177
1519,226902.33226361685
1520,136698.61410430976
1521,138639.13755922418
1522,168731.45698156598
1523,116439.22394386253
1524,123685.81469664624
1525,121741.64470983557
1526,117310.8493239422
1527,101115.78447906542
1528,121964.15805193453
1529,151591.0785113631
1530,174693.9835291152
1531,114937.06278852635
1532,100148.8598488151
1533,150650.42508044888
1534,122946.26022631423
1535,151652.76781120745
1536,110182.82400178071
1537,79296.47786088006
1538,143661.71309485353
1539,189622.16907039512
1540,111028.02916010286
1541,141648.67113239822
1542,138244.16281984118
1543,184998.75498206442
1544,79817.09101307743
1545,112032.51830381286
1546,134778.384379839
1547,134844.91651536035
1548,135856.63971953417
1549,116751.92381010526
1550,138694.43195254644
1551,107432.76363332104
1552,141992.60034907897
1553,149272.02937071622
1554,117641.0843765021
1555,169780.08801588957
1556,88688.23315453732
1557,106112.30377656061
1558,87774.04036586895
1559,81967.95766847092
1560,140080.51337266737
1561,124945.19362992047
1562,127228.05461006038
1563,123945.96473646486
1564,166367.03475581398
1565,155403.41006920006
1566,237431.6841083592
1567,73360.24895788555
1568,226674.4904157729
1569,135172.99291288966
1570,132955.1384587734
1571,114436.45279110681
1572,144767.4397195173
1573,256895.426521772
1574,116134.42739438724
1575,226574.91496547044
1576,232811.80714161563
1577,198654.21207834317
1578,146960.13466500252
1579,147461.2729514187
1580,190792.92656052992
1581,151308.95252883527
1582,124606.99169620319
1583,325020.11546392896
1584,233373.19119985218
1585,142539.2066477331
1586,73584.80981764388
1587,104521.09201720549
1588,152389.55048669945
1589,100438.57868803544
1590,135847.33605634928
1591,94465.3640868705
1592,102884.2149926237
1593,123139.24395786373
1594,150134.4315535122
1595,113327.03187433511
1596,236304.32228813716
1597,184547.63724073366
1598,203877.4603043338
1599,173254.62340351578
1600,166066.33114546302
1601,69355.44769150463
1602,116857.29261046258
1603,80443.12352628619
1604,265972.9357401449
1605,250697.86937315523
1606,170612.94481777356
1607,165138.66581420047
1608,222131.97072744477
1609,194179.34795667639
1610,153569.21984592325
1611,135283.2412852734
1612,170172.75613430305
1613,169117.94663442828
1614,124519.41045746421
1615,84203.9737534867
1616,70104.35028695522
1617,86212.06352141005
1618,122175.26762460667
1619,143552.03606521635
1620,161211.3599331964
1621,141411.78636680802
1622,143409.19975835754
1623,276217.5831562322
1624,212249.5772147029
1625,121597.13829726411
1626,154040.81576049863
1627,188929.41908709746
1628,286233.8697017951
1629,177387.85424658132
1630,357623.59950738156
1631,219410.20981153706
1632,239504.5631635257
1633,170342.3109195725
1634,189982.73228312965
1635,177042.81107833685
1636,152963.0483095768
1637,201013.9804768033
1638,187088.18286706656
1639,178520.8265436287
1640,263955.80208095367
1641,166000.4571184917
1642,233649.58223529637
1643,221563.01393777353
1644,228070.18739543698
1645,198620.6847161636
1646,158904.34044025998
1647,155353.74589383212
1648,130882.57012033368
1649,139310.2946838327
1650,113545.24570108874
1651,114536.23170881212
1652,94017.03293441568
1653,97081.2623743425
1654,145680.8342457268
1655,144402.96529043556
1656,145975.1503527502
1657,147991.31582919712
1658,150796.8649088127
1659,127829.04832753657
1660,155769.46583489858
1661,422817.50510235515
1662,409696.8888065422
1663,391336.9824531694
1664,393065.1562604527
1665,306190.9779855711
1666,330904.9597387336
1667,378402.61629219167
1668,349514.75036300294
1669,282578.3572559292
1670,344212.1110710659
1671,251484.02072794823
1672,413793.47806397174
1673,295953.17307243723
1674,232728.51214312512
1675,191178.05973287259
1676,193574.6097495174
1677,214501.38206787457
1678,373645.3736440095
1679,382691.5257352789
1680,362159.3394929409
1681,250979.05845587185
1682,304989.02705675206
1683,177953.45845817192
1684,173505.92732121918
1685,170763.0009952383
1686,171243.0098606178
1687,169779.42258164496
1688,190932.19658429752
1689,195190.66890005837
1690,196468.64443529968
1691,178345.48849302199
1692,268694.23478229844
1693,171015.5552622573
1694,183231.6231291828
1695,165049.82639888098
1696,268505.2449461652
1697,172079.93386621602
1698,355845.0063485149
1699,308815.19303829636
1700,246100.73988273588
1701,262415.432582919
1702,249378.86175800327
1703,251588.2078284398
1704,284837.3244973171
1705,228749.32079640246
1706,359355.82916110486
1707,225066.13899215136
1708,215488.72705857607
1709,259641.83450130324
1710,220321.23851626719
1711,265305.9773982379
1712,266283.503198188
1713,277579.5535533762
1714,221318.43767041294
1715,210595.9730244145
1716,188759.61880434217
1717,176051.95898765477
1718,132249.9143917415
1719,199042.38352826118
1720,241306.85448537645
1721,167216.497937877
1722,122404.61162182805
1723,155101.33342689608
1724,212457.5977232142
1725,244293.45967697352
1726,196003.22300336236
1727,162304.04375764684
1728,172519.0606015723
1729,167657.60489722964
1730,158589.9306664994
1731,122126.17652767093
1732,137002.3382861342
1733,116492.50919916962
1734,127046.40227722385
1735,126452.49790116202
1736,117455.78298434614
1737,327264.9810312114
1738,228861.2811905177
1739,259019.4253185933
1740,208721.75820283114
1741,195412.3379654667
1742,172185.02986727242
1743,174072.5197434427
1744,305602.57960509707
1745,218732.02047783107
1746,182394.10703629497
1747,221759.63453225224
1748,220437.53883560747
1749,151279.06060234897
1750,127723.2514263167
1751,250211.5025589654
1752,124123.92571811317
1753,143510.01041419085
1754,193763.50489842106
1755,168353.89018363546
1756,123896.40372835197
1757,125196.58459424178
1758,143607.97656337285
1759,160535.02006035522
1760,169786.03283795688
1761,139218.89636522488
1762,174375.9141548444
1763,174209.67880371114
1764,116213.65771017161
1765,150791.68005407578
1766,174383.84216589257
1767,214182.48390578097
1768,148618.79931862134
1769,175078.68676729334
1770,146960.68742596498
1771,124804.93398583976
1772,135326.89847042775
1773,128326.41937011313
1774,137878.13252981717
1775,145095.9041583238
1776,123486.53008470134
1777,115258.29786515322
1778,139832.88125129745
1779,120998.39140725679
1780,168342.71896452384
1781,129997.9486891181
1782,91314.29667659303
1783,141343.27203359822
1784,101293.71475005112
1785,124370.22490002001
1786,131347.51853499297
1787,161696.93347754478
1788,56621.55865799984
1789,96361.34183122788
1790,81852.44949285305
1791,190167.49274109222
1792,161523.13996820277
1793,131428.55783043787
1794,145704.14474869648
1795,133379.6049150226
1796,124123.98512350439
1797,112995.33134109523
1798,123246.53773726497
1799,115426.7412871976
1800,128962.15550122061
1801,122988.33568581578
1802,116988.84280713055
1803,147320.2823274299
1804,149380.27833083266
1805,139148.06611993542
1806,121007.25091403628
1807,128995.86564954
1808,118525.67777911962
1809,120956.90001663935
1810,141361.23946239662
1811,96110.91418128925
1812,97657.30079582344
1813,125316.49403030067
1814,103575.78712232527
1815,57242.560133453
1816,97297.31989741798
1817,108730.2275334755
1818,152419.75844554437
1819,127864.47577271028
1820,59877.33376581999
1821,117160.42514153644
1822,148603.6664604854
1823,55144.579692805724
1824,123450.60006028625
1825,134697.16133202746
1826,105644.70219082583
1827,95794.32894190596
1828,139670.54238163895
1829,119075.8942858399
1830,145404.02155538494
1831,145239.45605537578
1832,96876.4861495362
1833,143544.28835415692
1834,117895.24148627574
1835,124166.69921734069
1836,130988.44821994616
1837,94370.43873061848
1838,129660.63767031563
1839,91741.23468124072
1840,169918.72998141462
1841,143308.34554522485
1842,82659.29557815815
1843,135359.09305999705
1844,139580.33817476616
1845,144531.69668602778
1846,151278.37288464306
1847,157815.9044581385
1848,57620.63814450623
1849,106271.2486255295
1850,120123.56210218035
1851,165275.88619001512
1852,128831.15356898417
1853,138330.43001353592
1854,172220.4463401493
1855,140042.3251390608
1856,220404.1956351333
1857,150484.66201322075
1858,144131.81628605907
1859,118763.35683775085
1860,153790.15065513115
1861,118516.77297054238
1862,313679.7270947327
1863,293841.7955139834
1864,293770.4270440548
1865,353586.4206261692
1866,334682.5035053216
1867,242146.52033535208
1868,306349.05245494685
1869,208351.90845889173
1870,231939.31655908833
1871,249925.3808303677
1872,174469.08058065572
1873,253168.46003000817
1874,148594.38327602771
1875,205341.78810533535
1876,195125.4575341475
1877,212107.95142116002
1878,204667.89837667998
1879,132093.1661285277
1880,139400.35690743104
1881,249005.04846862564
1882,253317.6499533247
1883,189970.18658026058
1884,204073.6897926815
1885,243306.0047757292
1886,295699.9123456892
1887,203782.07398123492
1888,272635.4707511126
1889,167093.61396486982
1890,127197.39512581637
1891,137823.0852327754
1892,101911.9642518273
1893,132758.57939367215
